title,user name,date,comments,views,up votes
Motorcyclist collied into a car in Chizhou,Roger_From_England,29/03/2022,7,3290,4
Zebra crossing accident in Zhenjiang,Roger_From_England,29/03/2022,4,1822,3
body found in a state of putrefaction ,Puligore,29/03/2022,8,7598,9
Gunfight in the middle of the city,krakenbrutal,29/03/2022,7,4570,5
Two Police officers & Two terrorists were shot dead in ISIS terrorist attack in Israel,Roger_From_England,29/03/2022,8,5308,9
Bull brutally killing 2 people,jason2000,29/03/2022,16,10184,13
Fatal work accident,jason2000,29/03/2022,15,10284,14
Woman Stabbed Over 70 Times In Brutal Murder In Chile (Full Video) ,Razzia,29/03/2022,19,50564,26
Fully Automatic Pistol Gets Emptied Into Enemies Head (Full Video),TheFriendlyPsychopath,29/03/2022,25,124800,72
thief brutally punished for stealing in favelas in brazil ,Puligore,29/03/2022,10,16316,8
war of drug traffickers kill his rival with several shots ,Puligore,29/03/2022,7,18392,15
Ukrainian Soldiers Massacred In Mariupol,Azarov,29/03/2022,61,86474,58
Short video of suicidal woman,krakenbrutal,29/03/2022,13,31096,9
Throw his money and end his life,krakenbrutal,29/03/2022,11,9840,19
Double Murder ,krakenbrutal,29/03/2022,5,6086,7
Woman stabbed to death,Razzia,29/03/2022,18,59010,17
Hit by the train,krakenbrutal,29/03/2022,6,5772,3
Russian T72 Tank Gets Taken Out With NLAW Rocket At Close Range,TheFriendlyPsychopath,28/03/2022,55,205000,81
Punished for shoplifting in a grass,jason2000,28/03/2022,10,9974,9
Neighbourly love,MacGyver3271,28/03/2022,20,18358,22
Female Cyclist Sent Into Orbit,BruceLeroy,28/03/2022,22,33096,33
Hitman Calmly Kills Victim At Distant Range,User404,28/03/2022,33,89136,51
Zebra crossing in Jingdezhen,Roger_From_England,28/03/2022,9,3386,4
The discovery of a floating dead body in Kerinci,Roger_From_England,28/03/2022,11,3384,5
A car crashed into a hairdressers in Quanzhou,Roger_From_England,28/03/2022,15,4970,6
Youth was shot dead in Pakistan,Roger_From_England,28/03/2022,5,4894,3
Victim trampled on the head by a huge man,jason2000,28/03/2022,25,31642,30
He Returned From Work When Train Brutally Killed Him,User404,28/03/2022,57,107380,60
Man killed by shotgun,jason2000,28/03/2022,11,8710,6
Bridge accident in Guangdong,Roger_From_England,28/03/2022,6,3588,8
The discovery of a dead body found on a pile of rubbish in Ramakrishna,Roger_From_England,28/03/2022,6,2494,6
Bus stop glass fell onto some people in Henan,Roger_From_England,28/03/2022,8,4342,4
The discovery of a roasted man in Gujarat,Roger_From_England,28/03/2022,6,2094,4
Never underestimate the fat guy,MacGyver3271,28/03/2022,13,13918,19
Gang Member Gets Throat Slit with Tiny Knife by Cruel Rivals,User404,28/03/2022,43,205980,106
Dude gets what he deserves,krakenbrutal,28/03/2022,22,14486,15
ISRAEL: Man Falls Off Mall Escalator to His Death ,Roger_From_England,28/03/2022,56,90114,50
Black Vulture Feast,jason2000,28/03/2022,61,146442,86
"China, of course it's China, stabs the guy in front of his wife",krakenbrutal,28/03/2022,12,6516,7
In A Hurry To Catch The Train,BruceLeroy,28/03/2022,29,40336,28
Russian Gets Stabbed By Ukrainian Soldier,TheFriendlyPsychopath,28/03/2022,207,333336,270
California Deputy Shoots Suspect Holding Man Hostage With Knife,CrazyDirver69,28/03/2022,27,32110,24
Man cruelly beaten by robbers.,jason2000,28/03/2022,6,9120,5
Thief cruelly beaten and stoned.,jason2000,28/03/2022,8,9744,10
Ukrainian Stugna-P in action,krakenbrutal,28/03/2022,12,21258,16
triple murder,krakenbrutal,28/03/2022,6,5512,9
serious vehicle accident,krakenbrutal,28/03/2022,4,4422,3
Hitman opens fire inside gallinera,krakenbrutal,28/03/2022,11,6506,4
Shot to death inside their car,krakenbrutal,28/03/2022,6,7282,3
Instagram Live Stream Gone Wrong,BruceLeroy,27/03/2022,125,222250,162
thief is beaten for stealing in the streets of brazil ,Puligore,27/03/2022,8,10618,6
lasron dying after brutal punishment ,Puligore,27/03/2022,10,16174,15
body eaten by fish.,craniumred,27/03/2022,13,10830,12
Favela Gang Give No Chance To Anyone,InnerInsanity,27/03/2022,27,128206,57
Civilians killed in Nigeria (aftermath),Razzia,27/03/2022,6,4054,1
Off Duty Cop Is Gunned Down and Left Critically Injured After Being Robbed for His Gun,User404,27/03/2022,16,38090,16
Short Discussion Ends In Ruthless Murder,InnerInsanity,27/03/2022,20,48238,20
Casual Walk Up And Point Blank Headshot,BruceLeroy,27/03/2022,10,24934,19
Mariupol dead,Gregster71,27/03/2022,19,47668,28
Local dogs will be well fed,Gregster71,27/03/2022,14,25614,18
Drive by Shooting by Mexican Hitmen Leaves Four Dead,User404,27/03/2022,15,68094,29
Prisoners executed,Tealskies,27/03/2022,28,57768,35
Young man beaten to death,krakenbrutal,27/03/2022,8,7464,5
"Crowd Watch Tourist Falls Off the Cliff In Ilam Province , Iran. ",User404,27/03/2022,32,60722,30
"Two Israelis Killed In Shooting Attack In Hadera, Attackers Shot Dead.",krakenbrutal,27/03/2022,18,53368,30
DAMN! Man Killed after Cut Tree Falls on Him In LICKING COUNTY,User404,27/03/2022,76,101518,70
Elderly Man Falls Under Tire Of Truck,BruceLeroy,27/03/2022,13,19694,21
Brazil: biker dies after hitting wall.,Badger,27/03/2022,11,42080,23
Hitmen Wait Outside Hotel For Their Target,BruceLeroy,27/03/2022,6,4602,1
Brazil: Woman beaten to death in the street.,Badger,27/03/2022,25,112876,45
Sleeping In Sitting Position And Stabbed In The Heart (Best Quality) ,jason2000,27/03/2022,46,147604,58
"Police Falls on Railway Tracks From Platform, Crushed to Death by Goods Train Passing By",Razzia,27/03/2022,34,35038,24
She’s lucky to be alive ,InnerCircleRadio,27/03/2022,13,9208,11
{Full Version} Russian POWs Get Shot In Their Legs By Ukrainians,TheFriendlyPsychopath,27/03/2022,77,122518,86
Man killed in neighbors fight.,jason2000,27/03/2022,7,8462,7
Crazy woman stabs  officer in the neck,CrazyDirver69,27/03/2022,13,9100,8
Man in underwear lynched by football fans.,jason2000,27/03/2022,13,11234,7
Last Ride For Lady In Pink,BruceLeroy,26/03/2022,24,31538,29
Two were hit by a car in Henan,Roger_From_England,26/03/2022,6,3228,3
Elderly dies on the zebra crossing in Zhejiang,Roger_From_England,26/03/2022,12,5864,3
Motorcyclist was crushed by a truck in Heze city,Roger_From_England,26/03/2022,7,5650,3
Man dies in a nice Accident in Hangzhou,Roger_From_England,26/03/2022,12,6918,13
Motorcyclist collied into a car in Shuangpai,Roger_From_England,26/03/2022,9,3550,1
Zebra crossing accident in Zhuzhou City,Roger_From_England,26/03/2022,7,2134,2
Man tried to crash the bus in Songjiang,Roger_From_England,26/03/2022,7,2856,4
Black dude beats up school kids,MacGyver3271,26/03/2022,25,20638,14
Teacher Jumps In Front Of Train In Jehanabad,InnerInsanity,26/03/2022,27,42222,22
Two Killed And Several Injured After Wall Collapses,BruceLeroy,26/03/2022,17,25532,13
Houthi fighter pays the ultimate price after silhouetting himself on a ridge ,CrazyDirver69,26/03/2022,14,25500,14
Girl Dies from Drug Overdose In the Favelas.,User404,26/03/2022,63,212246,108
Not buckling his seat belt for ride (Extended Version) ,Bkneel,26/03/2022,24,31298,24
Woman Stabbed In Horror Attack Inside East Ham Restaurant In London,User404,26/03/2022,47,106000,52
There's Another Train Buddy,BruceLeroy,26/03/2022,39,46000,45
Victim with serious leg injury.,jason2000,26/03/2022,9,8406,4
Drug dealer punished for robberies in community.,jason2000,26/03/2022,13,14180,14
"Murdered man was shot in the head, (short addition).",Badger,26/03/2022,18,28986,21
Murdered man was shot in the head.,Badger,26/03/2022,15,33980,13
Prisoner Being Beaten with Pipe.,Razzia,26/03/2022,26,83908,33
Dead Lover Found In Man's Suitcase,facerapecunt,26/03/2022,38,80370,39
Fatal Helicopter Crash In Texas,BruceLeroy,25/03/2022,35,65146,31
Grenade Attack Caught On CCTV,TheFriendlyPsychopath,25/03/2022,31,72920,30
Nearly made it.,Gregster71,25/03/2022,24,50082,35
Accident in Turkey,Roger_From_England,25/03/2022,7,3318,3
 zebra crossing accident in Turkey,Roger_From_England,25/03/2022,7,2444,3
Man shot dead by accident in Pakistan,Roger_From_England,25/03/2022,15,7860,6
Hooligans threw a brick from the 19th floor onto a girl in Russia.,Roger_From_England,25/03/2022,19,19828,12
Elkin Felipe Bastidas died after being crushed by a truck in Colombia,Roger_From_England,25/03/2022,9,4406,6
Six people were Hurt in a Accident in Peru,Roger_From_England,25/03/2022,6,2724,6
19 year old motorcyclist hit by a car in Mexico,Roger_From_England,25/03/2022,4,3840,6
Piggsies vs Bare ,Clacker Valve,25/03/2022,25,16128,15
Hammer And Chisel Used To Torture A Woman And Men's Hands And Fingers,TheFriendlyPsychopath,25/03/2022,76,211378,110
Two people are shot in the head.,Puligore,25/03/2022,6,8392,3
Gang Member Turned Into a Human Jigsaw Puzzle,Puligore,25/03/2022,42,90882,65
Favela Plank Back On Duty,Puligore,25/03/2022,18,38016,14
"Man backs up Fiat one, which hits a pedestrian, who was then pushed under a truck.",Puligore,25/03/2022,4,8270,7
Shocking: Young man with crushed head.,Puligore,25/03/2022,8,11714,9
Favela Girl Having Shitty Day,jason2000,25/03/2022,23,120974,30
Colombian army patrol fatal accident,FransHopper,25/03/2022,9,8016,10
What Goes Up Must Come Down and Hard,Gloriousdead69,25/03/2022,182,476164,348
Ruthless Extrajudicial Execution Caught On CellPhone Cam In Angola,User404,24/03/2022,25,47332,37
woman suffers serious accident in Grajaú,jason2000,24/03/2022,19,14986,10
"Nice Accident in Kaliningrad, European Russia",Roger_From_England,24/03/2022,13,6712,9
Woman Falls From Third Floor Of School Building In Peru.,User404,24/03/2022,27,41400,18
The discovery of a floating dead body in the seas of Yogyakarta ,Roger_From_England,24/03/2022,10,4510,5
18 burnt to death in a accident in Ghana,Roger_From_England,24/03/2022,10,7414,8
Car crashed into a train in Bosnia & Herzegovina,Roger_From_England,24/03/2022,24,8682,7
Nose Dive Into The Afterlife,BruceLeroy,24/03/2022,77,135286,84
Forest Is Littered With Dead Ukrainian Soldiers,Azarov,24/03/2022,25,45166,37
HOLY SHIT! Play with Fire Get Blown Up,User404,24/03/2022,98,237524,111
coal Russian soldier ,nurgeld,24/03/2022,23,25564,14
Vietnamese man dies in fatal accident,jason2000,24/03/2022,13,7708,2
"Cleanup of Maryinka. Beware, there are dead Ukrainians",lexik462,24/03/2022,40,48516,36
Guys Head Splattered On Front End Of Bus,BruceLeroy,24/03/2022,43,53280,37
Couples Joyride To Oblivion ,BruceLeroy,24/03/2022,47,59814,56
Murder in the mall in Brazil,jason2000,24/03/2022,14,10160,8
Biker Obliterated At Train Crossing,BruceLeroy,24/03/2022,44,69706,43
Road Rage Incident Turns Into Murder,BruceLeroy,24/03/2022,22,61282,46
 GIrl LIVE THE GANG LIFE IN BRAZIL..FULL VIDEO,CezarBrazil,24/03/2022,12,17024,11
Throwing Explosives At Police Backfires,BruceLeroy,24/03/2022,48,118506,78
When bullying the quiet kid goes wrong,efaistos,24/03/2022,36,27352,24
Dude Dies After Heavy Piece Granite Stone Fall On His Head ,Razzia,24/03/2022,52,99538,50
"take coward, never run from a fight",jason2000,24/03/2022,13,13236,12
Two people were ejected from there car in Zhejiang,Roger_From_England,23/03/2022,7,2910,1
This Is What Happens When You're Underwater For Three Days. ,CrazyDirver69,23/03/2022,53,100182,42
Man died after a truck crashed into his vehicle in Guangde City,Roger_From_England,23/03/2022,9,3418,2
Fishermen discover a headless body floating in the sea in Bangka Belitung Islands,Roger_From_England,23/03/2022,5,4124,4
Accident in Guangxi,Roger_From_England,23/03/2022,7,3154,4
Gautam Sharma was murdered and thrown down a well in Barda Village ,Roger_From_England,23/03/2022,9,5396,6
Petrol leaking from car accident in Guangdong,Roger_From_England,23/03/2022,10,3232,5
The discovery of a dead body in North Sumatra,Roger_From_England,23/03/2022,6,3836,4
Classic Chinese accident compilation,Roger_From_England,23/03/2022,10,7804,9
Surgery To Remove Shrapnel,Azarov,23/03/2022,20,26524,14
Two Men Get Their Hands Pulverized With Giant Rocks ,TheFriendlyPsychopath,23/03/2022,48,117514,70
Girl Takes Her Final Leap,BruceLeroy,23/03/2022,64,155868,80
Man Talking To His Wife Behind The Fence Cruelly Killed By Sicario,User404,23/03/2022,16,32974,19
Houston Police Shoot Suspect At a Mall After He Allegedly Shot A Deputy,InnerInsanity,23/03/2022,55,67980,55
Pretty Girl Struck and Killed by Vehicle In Brazil.,krakenbrutal,23/03/2022,58,161092,78
man found dead,krakenbrutal,23/03/2022,5,4114,5
A good ending for the thief,krakenbrutal,23/03/2022,7,7494,4
"Damn, man has his arm cut off in an accident at work",jason2000,23/03/2022,41,59232,35
Robber shot one victim and was brutally lynched afterwards,jason2000,23/03/2022,10,10702,9
Thief went to rob a group of girls and ended up badly,jason2000,23/03/2022,9,10094,13
Stop teasing you son of a bitch.,krakenbrutal,23/03/2022,15,9246,13
Man goes flying after car accident,krakenbrutal,23/03/2022,3,3572,3
Aftermath of combat in Ukraine,krakenbrutal,23/03/2022,15,37752,13
Damn help me,krakenbrutal,23/03/2022,11,10784,4
Man jumped to his death,krakenbrutal,23/03/2022,10,7078,3
"Full video, Terrorist Killed by Israeli Police.",jason2000,23/03/2022,16,33858,25
Thief cruelly punished  ,jason2000,23/03/2022,6,4488,4
Man Critically Injured After Being Run Over While Trying To Film Souped-Up Sports Car In Manhattan,User404,22/03/2022,58,80148,69
The discovery of a dead body found on a pile of rubbish in Pemalang,Roger_From_England,22/03/2022,13,4692,4
"22-year-old Girl Fatally Dies in Accident in, Brazil",jason2000,22/03/2022,35,77904,43
"Man Shoots His Ex-Wife, and then Kills Himself In Brazil.",jason2000,22/03/2022,54,141534,68
Ukrainian Soldiers KIA,Azarov,22/03/2022,69,159234,77
In Pakistan Wedding guests have their meal after killing poor vendor ,Roger_From_England,22/03/2022,16,14750,7
12 People Burned Alive in Rampurhat. Video#2,Roger_From_England,22/03/2022,17,45410,16
12 People Burned Alive in Rampurhat,Roger_From_England,22/03/2022,21,43018,16
Accident in Ecuador,Roger_From_England,22/03/2022,9,3854,6
Man was crushed by a truck in Suzhou City,Roger_From_England,22/03/2022,6,3156,4
Ashole fell to his death,krakenbrutal,22/03/2022,11,6910,4
Pedro Agüero Receives a accident in Argentina,Roger_From_England,22/03/2022,5,2378,4
A motorcyclist collied into a man in Huaying City ,Roger_From_England,22/03/2022,7,2444,5
WOW: Lunch Interrupted! ,Roger_From_England,22/03/2022,36,38992,28
Ashole in the gym,krakenbrutal,22/03/2022,23,18710,12
Gonna Feel That In The Morning,BruceLeroy,22/03/2022,39,36600,34
Brains blown out in drive by shooting,RunningWithScissors,22/03/2022,16,11880,7
Beersheba: Moment Terrorist Stabbed Woman To Death,BruceLeroy,22/03/2022,30,46436,23
Drunk Taxi Driver taking flight,RunningWithScissors,22/03/2022,9,5224,4
Beersheba: Muslim trash Shot Dead after Four Israelis Killed In Knife Attack ,Burzum666,22/03/2022,49,87176,84
Ukrainian Paritisans in action,nurgeld,22/03/2022,16,36026,25
Rival Gets Pistols Emptied Into Him,TheFriendlyPsychopath,22/03/2022,58,198494,122
Hitman Drops A Headshot,BruceLeroy,22/03/2022,20,40202,30
missile attack,krakenbrutal,22/03/2022,24,46280,35
"Poor woman, she got hit hard by car",krakenbrutal,22/03/2022,16,15772,8
Murdered blogger (another angle),krakenbrutal,22/03/2022,24,96266,28
BRUTAL: Rapper 'thelzinho' Shot to Death Inside his Car,krakenbrutal,22/03/2022,51,106592,71
Man jumped to his death,krakenbrutal,22/03/2022,8,8444,9
good ending for thieves,krakenbrutal,22/03/2022,8,4510,4
Old man massacred in his car,krakenbrutal,22/03/2022,5,4246,2
Robbery Goes Awry as Thief Kills His Mate,User404,22/03/2022,42,78216,84
Thief lynched with kicks and loses consciousness,jason2000,21/03/2022,7,7254,8
Moment when That Boeing Airplane Crashed. (132 Passengers),krakenbrutal,21/03/2022,70,151576,95
Accident in Henan,Roger_From_England,21/03/2022,10,13648,16
Man died on the zebra crossing in Leshan City,Roger_From_England,21/03/2022,4,1886,4
Feng Mou was hit by a truck in Guang'an city,Roger_From_England,21/03/2022,5,1680,2
A woman was hit by a car in Liangshan,Roger_From_England,21/03/2022,5,2188,2
Man was dragged under a truck in Luoyang City,Roger_From_England,21/03/2022,4,1698,2
Man was ejected out his car in Zhuji,Roger_From_England,21/03/2022,7,1756,1
Tricycle rider died in a accident in Anhui,Roger_From_England,21/03/2022,4,1666,2
THE LAST SECONDS OF LIFE IS NEVER PRETTY...,krakenbrutal,21/03/2022,63,169314,75
A car collides into two motorcyclist in Jiangsu,Roger_From_England,21/03/2022,4,1866,3
Man hit by a truck in Yinchuan City ,Roger_From_England,21/03/2022,5,1600,1
Is brutally hit by a car at high speed,NevadaTAN,21/03/2022,8,3978,3
young man was killed,krakenbrutal,21/03/2022,9,8274,2
The Beast Sent Another Motherfucker to Hell.,jason2000,21/03/2022,38,49046,41
Drive-By Murder in Puerto Rico,scan_me2,21/03/2022,24,51358,28
Man stabs fellow salesman,krakenbrutal,21/03/2022,6,4124,4
Moto vs moto,krakenbrutal,21/03/2022,7,3330,6
Man shot dead,krakenbrutal,21/03/2022,6,2952,4
Pittsburg Police Shoot Man Who Barricaded Himself In Hotel Room And Wielded a Knife,InnerInsanity,21/03/2022,30,55468,29
When You Want To Live The Gang Life In Brazil...,InnerInsanity,21/03/2022,102,290658,193
Victim with severe leg fracture.,jason2000,21/03/2022,7,3770,3
Fucking drunk spoiled the motocross race.,jason2000,21/03/2022,10,6974,6
